Quận,Phường,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Phòng Khách,Car room,Số phòng ngủ,WC,Diện tích, Dài ,    Rộng    ,Giá/m2
10,6,3,1,4,1,0,3,3,32,11.54,2.27,81.88
9,3,3,1,4,1,1,3,3,60,10,6,55
1,14,3,4,5,2,0,6,4,44,35.85,3.54,130.68
3,7,2,1,5,2,0,6,4,80,16,5,181.25
7,6,3,1,2,1,0,3,3,20,7,3.06,77.5
1,5,2,4,4,1,0,6,2,100,14.29,7,178
1,11,2,1,5,2,1,4,5,47,35.8,2.96,253.19
1,4,2,1,5,2,0,3,5,35,13.85,3.35,234.29
11,12,3,1,5,2,0,3,5,35,8.75,3.96,90
10,4,4,4,2,1,0,3,4,35,32.45,3.23,88.57
10,12,4,1,5,2,0,6,5,50,40.93,3.74,97
12,9,2,1,3,1,1,2,4,30,10,4,73.33
4,1,2,4,4,1,1,4,3,50,10,2.56,86
6,10,3,4,2,1,1,3,4,61,12.2,5,48.36
1,14,3,1,4,1,1,5,2,50,24.23,3.3,111.8
6,9,3,1,6,2,0,6,4,43,12,3.96,79.07
4,7,3,4,1,1,0,2,1,33,21.02,3.31,53.03
12,4,2,4,3,1,0,5,4,45,12,4,137.78
7,3,2,1,6,1,0,8,6,65,11.4,5.7,276.92
1,3,3,1,2,1,0,2,4,15,8.22,3.57,106.67
12,6,3,4,2,1,0,3,4,30,10,2.4,83.33
7,18,3,1,4,1,0,4,4,42,24.48,3.71,273.81
7,18,3,4,2,1,0,2,4,23,9.64,3.32,84.78
7,18,3,1,4,1,0,4,4,77,12.83,6,192.21
12,4,3,1,6,1,0,10,5,69,17,3.95,93.48
28,7,2,4,2,1,1,3,3,100,16,6,57
8,5,3,1,3,1,1,3,4,97,12,7,100
3,6,2,1,3,1,0,2,2,35,12.75,3.59,148.57
6,9,2,1,3,1,0,6,2,60,13,6,138.33
3,6,2,1,5,2,0,4,4,50,10,3.82,130
7,18,3,1,5,1,0,6,5,40,15.26,3.23,77.5
8,7,3,4,5,1,0,4,5,39,22.46,2.84,65.38
6,17,2,1,7,2,0,6,6,88,15,5,278.41
10,6,3,1,1,1,0,2,1,30,7,3.64,78.33
6,14,3,1,1,1,0,2,1,20,3,7,72.5
5,4,3,1,4,1,0,4,3,52,10,3.54,63.46
7,14,2,1,3,1,0,2,2,50,9.09,5.5,400
7,18,3,4,4,1,1,6,3,60,8.57,7,108.33
9,3,3,1,4,1,1,2,2,55,34.78,3.76,50.91
6,14,3,1,2,1,0,3,2,51,13,3.11,127.45
6,7,3,1,4,1,0,4,3,40,34.41,3.6,87.5
28,11,3,4,3,1,0,4,3,36,9,3.37,68.06
6,3,3,1,4,1,0,4,4,45,10,3.85,124.44
10,8,2,1,1,1,1,3,1,45,23.59,3.75,96
9,7,2,4,6,1,1,4,5,45,12,3.72,144.44
5,3,3,2,5,2,1,3,3,54,14,3.14,55.56
8,9,3,1,3,1,0,3,4,55,9.17,6,49.09
9,4,3,4,1,1,0,3,1,30,7,2.48,93.33
2,4,2,1,8,1,1,5,8,65,10,12,189.23
12,3,3,1,4,1,1,4,2,90,18,5,41.11
4,12,3,4,1,1,0,2,1,34,8,3.35,51.47
12,5,2,1,5,2,0,4,3,50,12.5,3.72,132
4,12,3,4,1,1,0,3,1,33,9,3.99,53.03
5,6,2,1,5,1,0,6,3,60,32.78,3.98,86.67
7,2,2,1,6,1,0,8,4,76,59.45,3.54,276.32
6,7,3,1,4,1,1,4,3,52,21.23,3.99,76.73
3,7,3,4,1,1,0,3,1,30,5,6,143.33
5,6,2,1,6,2,1,10,5,80,11.43,7,91.25
4,8,2,1,6,2,1,5,4,48,16.95,3.62,114.58
1,6,3,1,1,1,0,3,1,45,41.22,3.96,166.67
3,4,3,1,4,1,0,4,3,68,6,10,170.59
1,6,3,1,5,2,0,6,5,45,16.54,3.69,122.22
7,8,2,1,5,2,1,8,5,80,33.57,3.62,250
5,3,3,1,1,1,0,2,1,31,8,3.81,66.13
5,4,3,1,3,1,0,4,4,40,18.69,3.91,95
6,7,4,1,5,2,0,4,5,42,35.82,3.66,166.67
6,10,2,1,6,1,0,4,5,45,11,2.86,284.44
1,5,3,1,5,1,0,3,3,31,9,3.59,91.94
10,5,3,4,6,2,0,4,6,40,23.67,3.8,80
1,1,2,4,2,1,1,1,3,52,17,3.53,121.15
6,10,2,1,3,1,0,6,2,56,45.59,3.62,321.43
28,10,3,1,6,2,0,6,6,38,12,35,65.79
28,10,3,1,5,1,0,6,5,37,11,35,67.57
8,1,3,1,5,1,0,4,4,53,10.19,5.2,103.77
7,3,3,1,1,1,0,2,1,30,6,2.81,100
10,4,2,1,5,2,1,3,5,50,11,45,172
6,10,2,4,6,1,0,4,5,55,53.75,3.56,216.36
28,11,3,1,4,1,1,5,2,54,13.5,3.1,91.67
7,6,3,4,1,1,0,2,1,27,4.91,5.5,90.74
9,6,3,1,5,2,0,3,5,42,10,3.71,85.71
18,3,2,1,2,1,0,4,4,98,20,5,81.63
5,8,2,1,5,1,1,6,3,67,14,5,131.34
4,8,3,1,5,1,0,3,4,35,12.36,3.6,97.14
12,4,3,1,2,1,0,3,4,38,9.5,3.6,69.47
4,13,3,1,1,1,1,2,1,85,12.14,7,14.12
3,5,2,1,8,2,0,8,8,129,13,9,147.29
12,8,3,1,2,1,0,1,3,34,11.5,3.56,47.06
9,10,3,1,2,1,0,2,2,50,9.09,5.5,60
12,6,2,1,6,1,1,4,5,50,12.5,2.32,132
7,10,3,1,5,1,0,3,5,34,10,2.49,100
1,3,2,1,6,2,1,4,6,60,31.96,2.64,295
10,15,3,1,3,1,1,3,4,70,18,3.68,51
8,5,3,3,4,1,0,2,2,22,12.45,3.49,63.64
10,15,3,1,6,2,0,4,4,53,13,3.98,103.77
5,1,2,1,5,2,0,4,3,40,10,3.95,115
10,6,4,1,5,1,0,4,5,50,13,2.57,120
1,1,3,4,1,1,0,2,1,35,28.37,3.1,122.86
4,8,3,1,1,1,0,2,1,39,10,3.81,51.28
1,5,3,4,2,1,0,3,3,20,8.01,2.67,130
3,6,3,1,4,1,0,3,3,35,18.62,3.28,94.29
1,9,3,1,3,1,0,3,3,41,14,3.69,84.15
11,2,3,1,3,1,0,4,2,35,8.75,3.84,77.14
3,7,2,1,5,1,1,5,4,59,12,5,144.07
3,1,3,4,3,1,0,6,3,43,11,3.59,86.05
12,5,3,1,5,2,0,6,3,39,6.5,6,107.69
10,4,3,1,6,2,0,4,6,36,5,7,94.44
11,12,2,4,3,1,1,4,4,45,11.25,3.36,113.33
1,11,3,1,4,1,0,2,4,20,18.32,3.67,127.5
12,4,2,1,4,1,1,5,2,67,12,5.2,101.49
9,3,2,4,3,1,1,6,3,45,10,2.29,153.33
10,14,2,1,2,1,0,2,3,50,30.48,3.79,151
8,4,3,1,4,1,1,4,2,70,17,3.51,78.57
4,4,3,1,5,2,1,4,3,55,13,3.27,78.18
6,10,3,1,4,1,0,3,2,42,20.83,3.87,85.71
6,5,2,1,6,2,0,6,5,26,12.51,3.6,326.92
9,6,3,1,4,1,0,4,2,30,30,5,96.67
9,3,3,1,4,1,1,3,3,50,30.65,2.65,70
10,16,3,1,3,1,0,3,2,38,34.63,3.01,46.05
7,20,3,1,1,1,1,3,1,49,37.21,3.77,48.98
1,14,3,1,5,1,0,8,5,70,18,3.9,102.86
28,11,3,4,1,1,0,3,1,30,9.5,3.21,81.67
10,16,2,4,1,1,1,3,1,39,13,34,47.44
1,13,3,1,4,1,0,4,2,42,10,2.69,83.33
28,1,3,1,4,1,0,5,4,35,11,3.88,67.14
8,8,2,4,1,1,1,1,1,40,13,3.58,165
9,5,3,1,6,1,0,5,5,40,8,2.24,112.5
9,4,4,1,5,1,1,6,5,50,13,3.85,138
8,13,3,4,2,1,0,2,4,22,7,3.92,72.73
6,17,2,4,5,1,0,5,5,50,6.58,7.6,210
2,3,3,4,1,1,0,1,1,28,15.41,3.73,66.07
9,4,3,1,5,1,0,4,5,45,28.52,2.49,84.44
12,7,3,1,4,1,0,4,2,38,9,3.87,65.79
28,1,3,1,1,1,0,1,1,35,11,2.8,48.57
27,3,3,1,4,1,0,3,4,34,10,3.99,42.65
12,7,3,1,4,1,0,3,3,32,6,2.25,65.63
7,9,2,4,2,1,1,1,2,60,10,6,201.67
6,3,3,4,2,1,0,3,3,28,6,3.17,101.79
8,6,3,4,4,1,0,4,2,36,6,6,104.17
12,3,3,4,1,1,1,2,1,52,13,3.82,95.96
10,10,3,1,4,1,0,4,4,36,10,2.76,37.5
8,8,3,1,5,2,0,5,4,58,44.27,3.5,71.55
12,4,3,1,5,2,0,3,5,32,9,3.49,78.13
6,18,3,4,3,1,0,4,4,22,7,3.45,161.36
6,11,3,4,6,2,0,6,5,43,13,3.06,139.53
4,6,3,1,1,1,0,3,1,32,12.94,3.72,79.69
8,1,3,1,4,1,0,3,3,35,10,3.86,107.14
6,10,3,4,5,1,0,5,3,42,13,2.99,138.1
6,10,3,4,8,1,0,10,7,62,10.33,6,240.32
6,7,3,4,4,1,1,6,4,52,22.34,3.77,257.69
10,13,2,1,5,1,1,5,4,40,10,3.54,107.5
1,5,3,4,2,1,0,3,4,25,5,2.67,106
9,2,2,1,4,1,1,4,4,43,13,2.82,65.12
5,1,3,1,5,1,0,4,5,48,18.19,3.12,163.54
1,5,3,1,2,1,0,3,2,26,7,3.06,100
5,5,2,1,5,2,1,6,4,53,11,5,216.98
1,3,3,1,4,1,1,3,3,65,12.04,5.4,104.62
10,1,2,4,1,1,0,3,1,40,10,3.66,34.95
4,1,3,4,4,1,0,4,4,38,9,3.62,100
4,7,3,1,4,1,0,4,3,64,58.36,3.83,45.31
8,4,3,4,4,1,0,4,4,40,16.85,2.3,77.5
3,7,3,1,4,1,0,4,4,60,15,6,86.67
6,12,3,1,5,1,1,4,5,70,14,5,85
8,8,3,4,2,1,0,3,3,52,17.45,3.86,51.92
18,1,2,1,6,1,1,10,6,106,25,3.93,104.7
5,7,2,4,6,1,0,4,5,65,11,6,173.85
9,2,3,2,5,1,1,3,3,50,10,3.6,80
4,14,3,1,2,1,0,3,2,32,12.24,3.17,75
9,6,3,1,3,1,1,4,4,180,8,21,66.61
9,11,3,1,5,1,0,4,4,32,23.22,3.49,87.5
1,6,3,1,5,2,0,4,3,45,10,3.52,166.67
28,14,2,1,3,1,0,3,2,52,5.78,9,121.15
1,3,2,1,5,1,1,6,3,50,22.99,3.5,200
6,3,3,4,8,1,1,10,6,59,9.83,6,142.03
3,2,3,1,6,1,0,3,6,24,16.76,2.45,100
9,2,3,1,5,1,0,3,5,30,9,3.72,83.33
7,18,2,1,5,1,0,3,4,40,20.24,3.22,325
7,17,3,4,2,1,0,3,4,23,12.23,2.75,63.04
5,7,2,1,5,1,0,4,4,95,12,7,356.84
9,1,3,1,5,2,0,3,4,34,10,3.7,73.53
9,3,3,1,5,2,0,4,4,31,10.85,3.45,87.1
5,2,2,1,3,1,1,6,4,80,18,5,108.75
9,5,2,1,8,2,0,2,7,108,15.43,7,277.78
1,11,3,1,5,2,0,6,3,55,23.46,3.75,216.36
8,6,3,1,4,1,0,4,3,35,12,2.98,64.29
6,13,2,1,4,1,0,3,4,30,11.54,2.37,116.67
9,9,3,1,5,2,1,4,5,50,13,3.47,60
11,2,3,1,4,1,0,4,2,48,11.43,3.52,62.5
12,5,3,1,5,2,0,5,5,43,10,3.4,81.4
9,2,3,1,6,1,0,4,6,51,8.36,6.1,186.27
5,5,2,1,5,1,1,6,3,46,16.15,3.01,206.52
3,6,3,1,6,2,1,4,4,76,15.2,5,69.74
28,14,3,1,4,1,0,4,4,35,8.75,3.55,68.57
6,7,3,4,5,2,1,4,5,50,21.63,3.76,142
5,7,3,1,5,1,0,5,4,50,10,2.54,130
6,10,4,1,4,1,1,4,3,56,14,2.26,108.04
8,1,3,1,4,1,1,4,4,55,12,3.81,76.36
8,2,4,1,5,2,1,4,3,48,11,3.54,141.67
5,6,3,1,6,2,0,3,4,24,6,3.49,124.17
3,6,3,1,5,2,1,4,5,57,13,3.34,87.72
12,9,3,1,5,2,0,4,4,26,8.67,3.61,96.15
10,4,2,1,1,1,0,3,1,43,15.5,3.85,58.14
10,13,3,1,5,2,0,3,3,41,10,2.85,113.41
12,1,3,1,5,1,0,8,4,60,12,5,65
3,7,1,4,6,2,2,4,4,179,17.9,10,127.93
1,7,2,1,6,1,1,5,4,45,8,3.83,117.78
4,6,3,1,5,1,0,4,3,32,15.9,3.26,65.63
9,5,3,1,2,1,0,2,2,67,14,2.85,46.27
10,16,3,1,2,1,0,3,3,47,12,3.75,28.72
8,11,3,1,2,1,0,3,3,28,8,2.84,100
9,3,3,1,3,1,0,5,2,45,37.8,3.85,73.33
4,12,3,4,1,1,0,3,1,44,11,3.54,43.18
9,2,3,1,5,2,0,3,5,42,10,3.91,85.71
12,4,3,4,3,1,0,4,3,42,10,3.36,83.33
9,10,2,1,2,1,0,3,4,30,6,3.23,250
3,1,2,1,5,1,1,6,4,34,16.81,3.02,105.88
8,13,3,1,4,1,0,2,4,24,7,2.84,66.67
8,8,3,4,2,1,0,3,4,42,10,3.66,61.9
7,8,3,1,6,2,0,4,6,48,9,3.35,100
19,12,3,1,4,1,0,3,2,30,6.7,3.24,70
28,11,3,1,3,1,0,5,3,35,8.75,3.46,68.57
12,3,3,4,2,1,0,2,2,52,13,3.87,96.15
8,5,3,4,2,1,0,3,4,30,7,2.79,110
9,3,3,1,2,1,0,3,3,32,28.62,3,73.44
9,3,3,1,4,1,0,4,3,54,27.06,3.4,92.59
3,3,3,1,5,1,0,5,5,56,12,3.79,95.54
6,5,3,4,5,1,0,4,3,30,25.3,3.94,140
9,5,3,1,3,1,0,4,4,62,11.27,5.5,91.94
10,4,3,1,5,1,0,3,4,30,8,3.61,85
9,4,4,1,5,2,0,3,3,45,10,3.61,106.67
8,3,2,4,6,2,0,6,5,95,15,6,189.47
5,6,3,4,8,2,0,8,8,60,7,8,116.67
7,3,2,1,4,1,0,4,2,45,4,11,175.56
1,1,3,1,4,1,0,3,4,42,7,6,109.52
10,10,3,4,1,1,0,3,1,33,9,3.58,48.48
1,14,3,1,4,1,0,4,2,40,13.7,3.08,96.25
7,9,3,1,4,1,0,5,2,30,8,3.08,78.33
3,1,3,1,5,1,0,6,5,34,11.46,3.83,105.88
10,16,2,1,4,1,0,3,3,34,10,3.59,47.06
6,17,2,1,4,1,0,4,2,41,6.83,6,231.71
6,6,2,1,7,1,0,10,7,86,17.2,5,104.65
28,11,2,4,3,1,0,4,2,41,10,3.12,68.29
5,4,3,3,5,2,0,3,4,40,6.67,6,82.5
28,10,2,1,4,1,1,4,4,60,10,6,116.67
5,8,2,4,2,1,1,3,3,43,20.23,3.75,139.53
6,8,3,1,4,1,0,2,4,21,6,3.74,169.05
10,16,2,1,4,1,0,3,3,33,9,3.18,48.48
12,9,3,1,5,1,0,3,4,26,8.67,2.78,96.15
3,7,3,1,6,1,0,6,4,45,35.65,2.93,80
9,5,3,1,5,1,0,5,4,45,15.8,3.96,75.56
8,4,3,1,6,2,0,4,6,40,17.6,2.25,77.5
8,4,3,4,3,1,1,5,3,59,11.35,5.2,52.54
1,13,3,4,1,1,1,2,1,175,17.5,10,51.43
9,4,3,4,2,1,0,3,3,32,9,3.44,87.5
3,3,3,1,1,1,0,1,1,35,6.14,5.7,95.71
4,12,2,1,5,1,1,4,5,65,29.07,3.74,61.54
11,12,3,1,3,1,1,6,2,51,12.75,3.05,68.63
7,6,2,1,4,1,0,3,4,45,17.49,3.84,84.44
6,6,3,1,5,1,0,4,5,35,14.38,3.68,145.71
5,2,3,1,5,1,0,4,3,70,14,5,128.57
5,7,2,1,5,2,0,6,3,45,25.98,3.71,322.22
11,12,3,1,5,2,0,3,4,30,8,3.59,83.33
4,12,3,1,5,1,0,5,5,39,6.5,6,74.36
10,15,4,1,6,1,0,4,5,50,31.46,3.72,86
9,5,2,1,2,1,1,2,3,65,24.08,3.51,198.46
6,7,3,1,6,2,0,3,5,50,25.63,3.96,132
4,8,2,4,6,1,1,4,5,50,16,3.51,130
7,4,2,4,1,1,1,2,1,60,12,5,416.67
1,7,3,1,7,1,0,6,6,55,9.17,6,143.64
1,3,3,4,4,1,0,5,4,45,43.98,3.99,97.78
9,8,3,1,3,1,0,4,4,54,8,7,120.37
10,4,2,1,5,2,1,4,3,45,22.19,3.4,84.44
6,2,3,1,5,2,0,3,3,39,33.8,2.84,84.62
8,2,2,1,4,1,0,4,4,46,11,3.71,115.22
10,12,2,4,6,1,0,5,5,35,10,3.27,131.43
12,4,3,1,5,2,0,3,5,38,13,3.56,89.47
18,1,2,1,5,1,1,7,4,88,15,6,54.55
6,9,3,1,6,2,0,4,6,33,12.3,3.57,124.24
6,6,3,1,4,1,0,4,3,45,8.65,5.2,82.22
9,5,3,1,6,1,0,3,6,41,37.45,4,121.95
28,11,3,1,4,1,0,4,2,67,14.2,3.58,56.72
7,19,2,4,2,1,0,3,4,35,8,3.91,71.43
8,9,3,1,3,1,0,2,4,28,18.86,3.47,82.14
1,11,2,1,4,1,1,4,3,30,12.08,3.69,268.33
12,4,3,4,2,1,0,2,2,42,14,3.99,65.48
4,12,3,1,4,1,0,4,4,45,11,3.49,62.22
6,19,3,4,7,1,1,9,7,95,13.57,7,215.79
8,6,3,1,5,2,0,3,5,30,29.9,3.55,76.67
12,4,3,1,2,1,1,2,4,127,31.75,3.89,125.98
9,4,3,4,3,1,0,6,2,55,14,3.47,103.64
1,3,3,1,3,1,0,4,2,82,76.95,3.24,128.05
9,6,3,1,5,1,0,4,3,31,8,2.11,112.9
4,13,3,1,1,1,0,3,1,39,9,3.31,64.1
7,8,3,1,4,1,0,3,2,39,27.45,4,123.08
10,4,2,1,4,1,1,4,4,37,9,3.25,71.62
9,5,2,1,5,2,0,5,3,60,12,5,80
4,3,2,4,6,1,1,4,4,107,40.16,3.54,70.09
9,11,3,1,2,1,0,2,3,53,12,3.24,66.04
5,3,3,1,5,1,0,3,4,30,21.46,2.26,156.67
8,3,3,1,5,2,0,4,3,30,12,3.28,98.33
9,3,3,1,1,1,0,3,1,55,7.86,7,118.18
11,12,3,4,6,2,0,4,6,35,8.75,2.75,92.86
8,4,3,1,4,1,0,4,3,40,30.51,3.26,77.5
6,6,3,4,5,1,0,4,5,38,13.74,3.81,92.11
10,6,4,1,5,2,0,4,3,83,16.6,5,76.51
7,15,3,4,4,1,0,4,2,40,11,35,82.5
7,18,3,1,5,2,0,3,5,38,14.71,3.3,71.05
5,1,3,4,6,1,0,10,6,45,35.68,3.68,175.56
9,3,3,4,4,1,1,6,2,57,15,3.62,119.3
6,4,3,1,2,1,0,2,4,31,22.74,3.76,74.19
6,17,3,4,4,1,1,6,4,61,45.52,3.98,177.05
9,4,3,1,5,1,0,3,3,25,9.88,2.37,114
10,7,4,1,5,2,1,5,4,70,57.22,3.81,170
6,5,3,1,5,1,1,6,5,60,12,3.9,126.67
8,3,2,1,5,2,1,4,3,77,19,3.59,111.69
10,2,2,1,5,1,0,3,3,33,8,3.5,69.7
6,16,2,1,1,1,0,1,1,75,15,5,101.33
12,4,3,4,1,1,0,3,1,40,9,3.31,125
1,14,3,1,5,2,0,3,5,70,25.94,2.77,104.29
1,1,2,1,5,2,1,5,5,45,7,6,266.67
6,6,3,1,4,1,1,4,4,55,42.09,3.64,103.64
6,13,3,4,1,1,0,3,1,42,25.92,3.77,90.48
11,12,3,1,5,2,0,3,3,32,7.62,2.67,84.38
6,2,3,1,1,1,0,1,1,72,18,3.77,130.28
1,3,2,1,5,1,1,4,4,38,36.45,3.11,100
5,4,3,1,5,2,0,3,5,30,19.37,3.33,100
6,10,3,1,5,2,0,4,4,45,9,3.19,82.22
8,1,3,4,7,1,0,8,7,45,11,3.98,74.44
6,10,3,1,4,1,0,3,3,43,18.09,3.9,83.72
8,5,3,1,1,1,1,3,1,48,19.7,2.8,56.25
5,6,3,1,7,2,0,6,5,90,10,8,136.67
5,3,3,1,4,1,0,3,4,30,7,2.76,130
28,1,3,1,1,1,0,1,1,45,11,3.48,66.67
6,5,3,4,2,1,0,2,3,50,10,3.91,48
6,6,2,1,3,1,1,4,2,82,16,5,109.76
9,7,3,4,2,1,0,3,3,37,29.93,3.35,86.49
6,5,3,4,2,1,1,3,2,53,10,3.35,52.83
6,9,3,4,1,1,0,3,1,43,10,2.59,67.44
11,7,3,1,6,2,1,4,4,52,13,3.8,94.23
6,5,3,1,5,1,0,4,3,30,12.44,3.11,110
4,10,2,4,1,1,0,3,1,36,12,3.2,58.33
1,6,2,1,5,2,1,6,3,50,10,2.54,140
10,5,2,1,4,1,0,4,4,40,35.04,3.1,72.5
1,7,3,1,5,1,0,3,3,30,10,3.66,101.67
7,20,2,4,6,1,0,5,4,55,12,2.58,152.73
5,3,2,4,4,1,0,4,2,40,27.43,3.71,110
7,19,3,1,1,1,0,2,1,43,10,2.89,61.63
5,7,2,1,8,1,0,8,6,80,16,5,331.25
1,6,3,4,6,1,0,4,5,42,9,3.24,90.48
1,13,3,1,5,1,1,4,4,60,12,5,100
8,2,3,1,4,1,0,3,4,36,9,3.66,100
4,1,3,4,6,2,0,4,4,55,44.71,3.44,70
5,6,3,1,5,1,0,5,3,45,11,3.39,103.33
8,1,4,1,5,1,0,6,3,60,12,5,125
6,10,3,1,3,1,0,3,3,43,20.86,3.07,90.7
10,15,3,1,5,1,0,4,4,37,13.03,3.88,72.97
12,4,3,1,2,1,0,2,4,30,5,6,133.33
6,10,3,4,2,1,0,3,2,29,19.96,3.84,82.76
10,15,3,1,4,1,0,3,2,33,27.68,3.32,78.79
7,16,3,1,4,1,0,4,4,40,5.71,7,117.5
7,18,1,4,3,1,1,6,3,60,9,7,109.17
10,16,3,1,4,1,0,4,3,38,12,34,48.68
8,8,3,1,5,2,0,4,3,48,12,3.97,56.25
12,4,2,4,1,1,1,1,1,50,16.67,3.54,170
6,14,2,1,5,1,0,4,5,60,12,5,183.33
10,8,3,1,4,1,0,5,4,31,7,3.38,82.26
1,5,3,1,5,2,0,3,4,20,9.6,3.24,100
10,8,3,1,4,1,0,4,2,30,8,3.38,85
8,3,3,1,5,1,0,3,5,26,10,3.6,101.92
12,7,3,1,4,1,0,3,3,32,9.7,3.75,68.75
9,5,3,1,3,1,0,4,4,35,7,3.75,131.43
9,6,3,1,5,2,0,4,4,34,6.18,5.5,88.24
6,10,2,1,8,1,0,10,6,50,11,3.76,278
9,4,2,1,4,1,0,3,2,30,7,3.96,151.67
7,19,2,1,4,1,1,3,4,17,6,2.49,152.94
12,4,3,1,4,1,1,4,3,46,13,3.07,80.43
10,16,3,1,3,1,0,4,4,39,12,34,47.44
1,5,3,1,4,1,0,3,2,30,22.68,3.38,96.67
7,12,2,1,6,2,1,5,5,50,42.21,3.69,360
5,8,3,4,3,1,0,6,3,42,11,3.49,114.29
6,13,3,1,4,1,0,3,2,42,23.18,3.39,97.62
10,12,3,1,1,1,0,2,1,45,9,3.2,57.78
5,2,3,1,5,2,0,3,5,31,19.7,3.55,104.84
7,6,3,1,5,2,0,3,5,32,10,3.55,75
10,6,2,1,4,1,1,3,4,33,8.5,2.43,72.73
10,5,3,1,2,1,0,2,4,44,9,3.91,59.09
3,1,3,1,4,1,0,3,4,30,8,35,101.67
10,10,3,1,4,1,0,3,3,30,9,3.72,51.67
19,6,3,1,3,1,0,3,4,30,9,3.77,40.67
9,8,3,4,1,1,0,3,1,30,13.12,3.97,83.33
10,5,4,4,5,1,0,5,4,50,28.65,3.7,98
4,12,4,4,3,1,0,5,2,92,14,6,78.26
7,18,3,4,1,1,0,3,1,30,28.4,3.81,103.33
9,3,3,1,4,1,0,2,4,35,7,3.26,77.14
9,3,3,1,6,2,0,5,6,45,37.85,3.62,73.33
2,12,2,1,4,1,1,5,3,57,16,3.43,164.91
8,2,3,4,3,1,0,4,4,35,10,3.95,74.29
8,5,3,1,4,1,1,4,4,51,26.63,3.5,62.55
10,5,3,1,2,1,0,2,2,44,9,2.54,56.82
6,17,3,4,4,1,0,4,4,66,16,5,69.7
9,4,3,1,5,1,0,6,3,53,13,2.7,105.66
6,4,3,1,3,1,0,1,4,17,13.18,3.63,107.06
5,2,3,1,5,1,0,4,5,50,12,2.25,180
8,2,1,1,3,1,1,6,2,116,19.33,6,112.07
10,16,2,1,4,1,1,3,2,34,9,3.66,50
3,4,2,1,4,1,1,6,4,45,5,9,217.78
8,11,3,4,6,2,0,5,4,32,6.15,5.2,87.5
9,6,3,1,4,1,0,3,4,44,9,3.3,86.36
8,2,3,4,3,1,0,4,2,35,10,3.17,74.29
7,4,2,4,2,1,0,3,4,60,14,5,416.67
10,4,4,1,4,1,1,8,2,92,20,3.6,211.96
9,4,2,4,2,1,1,2,3,36,3,12,204.17
11,7,3,4,1,1,0,3,1,44,12,3.8,67.73
9,10,3,1,5,1,0,4,3,32,20.52,2.82,90.63
1,4,3,4,4,1,0,4,3,40,10,2.92,110
10,16,2,1,4,1,1,3,3,35,8.5,2.46,48.57
13,4,1,1,5,2,2,6,3,90,18,5,11.11
7,6,2,1,4,1,0,4,4,40,25.28,2.63,77.5
10,15,4,1,4,1,0,4,2,70,16,3.49,92.86
1,6,3,1,5,2,0,5,5,80,13.33,6,231.25
5,6,3,1,4,1,0,4,3,69,17,3.75,63.04
8,13,3,1,5,1,0,3,3,33,12.15,3.82,60
9,5,2,1,4,1,1,5,3,50,12,3.56,68
9,3,3,1,6,2,0,4,5,45,12,3.05,56.89
7,6,3,1,4,1,0,4,4,45,11,3.75,75.56
10,9,4,1,5,2,0,4,3,50,17.39,3.84,110
10,16,3,4,1,1,0,2,1,45,15.44,3.62,48.89
9,6,3,1,4,1,0,3,2,44,10,3.36,68.18
3,3,3,4,1,1,0,3,1,90,15,6,86.67
4,3,2,1,3,1,0,3,4,108,60.87,3.59,69.44
8,8,3,1,4,1,0,3,3,36,25.42,3.57,84.72
1,6,3,1,5,1,1,6,4,50,43.67,2.4,90
10,14,4,1,4,1,1,4,3,75,15,5,90.67
9,4,3,1,5,2,0,3,3,26,8,3.54,94.23
1,6,2,1,5,1,0,10,5,106,11.78,9,250
9,3,3,1,6,2,0,4,4,35,9,3.14,88.57
1,3,3,1,7,2,1,5,5,51,8.5,6,155.88
6,16,3,1,2,1,0,1,3,28,9.41,3.98,78.57
1,3,3,1,5,2,1,6,4,50,5,10,136
8,8,2,4,5,1,0,5,4,55,13,2.36,300
6,16,3,1,6,2,0,7,6,66,8.25,8,75.76
4,2,3,1,4,1,1,5,3,100,20,5,57
4,8,3,1,5,1,0,3,3,31,23.1,3.88,83.87
6,13,3,1,2,1,0,2,4,33,12.41,3.79,160.61
9,6,3,4,3,1,1,4,2,60,25.46,3.84,80
2,9,2,4,2,1,0,2,2,38,31.3,3.95,473.68
9,3,3,1,5,2,0,3,4,48,16.76,3.83,122.92
7,19,3,1,3,1,0,2,2,40,8,3.82,49.25
6,17,3,1,5,1,1,6,4,120,20,6,125
8,3,2,1,6,1,1,5,5,76,18,2.59,113.16
8,9,3,1,3,1,0,5,3,42,11,2.41,65.48
3,4,1,1,4,1,1,6,3,120,17,6,208.33
6,20,3,4,4,1,0,4,3,43,15.97,3.35,83.72
5,8,3,1,5,1,0,5,5,50,12,3.99,90
19,6,3,1,3,1,0,2,2,30,6,3.16,43.33
9,11,3,1,6,1,0,4,6,35,10,3.66,100
8,3,3,1,5,2,0,7,3,43,32.21,2.35,81.4
10,3,3,4,2,1,0,3,4,42,11,3.57,34.52
8,6,3,1,2,1,0,2,3,28,9,3.88,52.86
4,7,3,1,2,1,0,2,4,45,11,3.68,52.89
7,15,2,4,4,1,0,4,4,40,15,3.42,197.5
1,3,2,1,5,2,0,6,3,43,11,3.72,186.05
6,7,3,4,4,1,0,6,2,55,13,3.2,103.45
